Dataset,Contrast,language_only_R@1_diff_pp,language_only_CI95_low,language_only_CI95_high,language_only_significant,v2_R@1_diff_pp,v2_CI95_low,v2_CI95_high,v2_significant
AmsterTime,bottom_3_low_LU minus top_3_high_LU,20.76832930491467,14.544788691130156,26.988226030908955,True,10.434336775800196,3.3918369589101287,17.73602871163847,True
MSLS-val held-out,bottom_3_low_LU minus top_3_high_LU,10.897435897435903,0.6410256410256387,20.512820512820518,True,1.9230769230769162,-5.769230769230771,8.974358974358976,False
Nordland-clean,bottom_3_low_LU minus top_3_high_LU,10.000000000000004,-1.6666666666666663,21.666666666666664,False,4.1666666666666625,-9.166666666666663,16.666666666666668,False
