query_id,v1_best_positive_rank_in_top10,v2_best_positive_rank_in_top10,v1_bucket,v2_bucket,v1_R@1_correct,v2_R@1_correct,v1_R@5_correct,v2_R@5_correct,v1_R@10_correct,v2_R@10_correct,rank_shift_v2_minus_v1,alpha_v1,alpha_v2,SU,LU
82,11,11,outside_top10,outside_top10,False,False,False,False,False,False,0,1.0,0.8171033263206482,0.8130083084106445,0.9343440532684326
83,10,6,rank_6_10,rank_6_10,False,False,False,False,True,True,-4,1.0,0.7380956411361694,0.9376049041748047,0.9609948992729187
84,6,6,rank_6_10,rank_6_10,False,False,False,False,True,True,0,0.24683831482444787,0.4671494960784912,0.9231405258178711,0.8557530641555786
85,11,11,outside_top10,outside_top10,False,False,False,False,False,False,0,1.0,0.5949611067771912,0.8825581073760986,0.8773714303970337
86,11,11,outside_top10,outside_top10,False,False,False,False,False,False,0,1.0,0.8880138993263245,0.787140965461731,0.9757428765296936
87,11,11,outside_top10,outside_top10,False,False,False,False,False,False,0,0.9135504962323727,0.9585485458374023,0.5570428371429443,0.8957566618919373
88,3,3,rank_3,rank_3,False,False,True,True,True,True,0,1.0,0.7541110515594482,0.7818747162818909,0.8839941620826721
89,11,11,outside_top10,outside_top10,False,False,False,False,False,False,0,1.0,0.9054282903671265,0.7021886110305786,0.9281636476516724
90,11,11,outside_top10,outside_top10,False,False,False,False,False,False,0,0.8532328977527482,0.9460066556930542,0.6200306415557861,0.9198293685913086
91,11,11,outside_top10,outside_top10,False,False,False,False,False,False,0,1.0,0.9460504651069641,0.6610440015792847,0.9539458751678467
92,11,11,outside_top10,outside_top10,False,False,False,False,False,False,0,0.7513026433736943,0.7071103453636169,0.6890286803245544,0.817013680934906
93,11,11,outside_top10,outside_top10,False,False,False,False,False,False,0,0.4631999628186154,0.47286027669906616,0.8211023211479187,0.817013680934906
94,6,5,rank_6_10,rank_4_5,False,False,False,True,True,True,-1,1.0,0.7473983764648438,0.8585793972015381,0.9231998920440674
95,11,11,outside_top10,outside_top10,False,False,False,False,False,False,0,0.4997846390309487,0.3497862219810486,0.8056496977806091,0.778221845626831
96,7,4,rank_6_10,rank_4_5,False,False,False,True,True,True,-3,1.0,0.7239202260971069,0.9284670352935791,0.9486719369888306
97,2,2,rank_2,rank_2,False,False,True,True,True,True,0,1.0,0.8292174339294434,0.8885528445243835,0.9947062730789185
98,4,4,rank_4_5,rank_4_5,False,False,True,True,True,True,0,0.3924383540806893,0.37786513566970825,0.8516277074813843,0.8045055270195007
99,2,2,rank_2,rank_2,False,False,True,True,True,True,0,1.0,0.8039683103561401,0.8532226085662842,0.9514905214309692
100,2,2,rank_2,rank_2,False,False,True,True,True,True,0,0.32590744060112026,0.29443493485450745,0.8821607232093811,0.7922636866569519
101,4,4,rank_4_5,rank_4_5,False,False,True,True,True,True,0,1.0,0.7459834814071655,0.9371224641799927,0.965241551399231
102,3,3,rank_3,rank_3,False,False,True,True,True,True,0,0.3411667826308025,0.8223461508750916,0.8749243021011353,0.9791964292526245
103,3,3,rank_3,rank_3,False,False,True,True,True,True,0,0.3488745902425379,0.7861953973770142,0.8713290691375732,0.9514431357383728
104,3,3,rank_3,rank_3,False,False,True,True,True,True,0,1.0,0.8253595232963562,0.8643981218338013,0.9743611812591553
105,11,11,outside_top10,outside_top10,False,False,False,False,False,False,0,1.0,0.8644089698791504,0.8001303672790527,0.9614549875259399
106,11,11,outside_top10,outside_top10,False,False,False,False,False,False,0,1.0,0.8088277578353882,0.849105715751648,0.9520823359489441
107,11,11,outside_top10,outside_top10,False,False,False,False,False,False,0,1.0,0.7873976826667786,0.8311144709587097,0.9279853105545044
108,10,4,rank_6_10,rank_4_5,False,False,False,True,True,True,-6,1.0,0.5741905570030212,0.8881746530532837,0.8733486533164978
109,9,3,rank_6_10,rank_3,False,False,False,True,True,True,-6,1.0,0.5884403586387634,0.8778868913650513,0.8733486533164978
110,6,4,rank_6_10,rank_4_5,False,False,False,True,True,True,-2,0.44583936048336326,0.6723883748054504,0.8284835815429688,0.8777057528495789
111,1,1,rank_1,rank_1,True,True,True,True,True,True,0,1.0,0.7255859971046448,0.9373501539230347,0.9540849924087524
112,9,5,rank_6_10,rank_4_5,False,False,False,True,True,True,-4,1.0,0.6183664798736572,0.8567781448364258,0.8733486533164978
113,9,4,rank_6_10,rank_4_5,False,False,False,True,True,True,-5,1.0,0.5805802941322327,0.8835393190383911,0.8733486533164978
114,9,3,rank_6_10,rank_3,False,False,False,True,True,True,-6,1.0,0.5786961317062378,0.8849022388458252,0.8733486533164978
115,9,5,rank_6_10,rank_4_5,False,False,False,True,True,True,-4,1.0,0.6066918969154358,0.8649448156356812,0.8733486533164978
116,9,3,rank_6_10,rank_3,False,False,False,True,True,True,-6,1.0,0.5697197914123535,0.8914409875869751,0.8733486533164978
117,3,3,rank_3,rank_3,False,False,True,True,True,True,0,1.0,0.8063539266586304,0.8861991167068481,0.9743611812591553
118,7,7,rank_6_10,rank_6_10,False,False,False,False,True,True,0,1.0,0.817388117313385,0.8736060857772827,0.9743611812591553
119,5,5,rank_4_5,rank_4_5,False,False,True,True,True,True,0,1.0,0.8106715679168701,0.8812897205352783,0.9743611812591553
120,4,4,rank_4_5,rank_4_5,False,False,True,True,True,True,0,1.0,0.8163415789604187,0.8748073577880859,0.9743611812591553
121,6,6,rank_6_10,rank_6_10,False,False,False,False,True,True,0,1.0,0.8267568945884705,0.862772524356842,0.9743611812591553
122,1,1,rank_1,rank_1,True,True,True,True,True,True,0,0.5342414723741624,0.808039128780365,0.7910997271537781,0.9152168035507202
123,10,10,rank_6_10,rank_6_10,False,False,False,False,True,True,0,1.0,0.8149550557136536,0.876396656036377,0.9743611812591553
124,11,11,outside_top10,outside_top10,False,False,False,False,False,False,0,1.0,0.8084403276443481,0.8838294148445129,0.9743611812591553
125,11,11,outside_top10,outside_top10,False,False,False,False,False,False,0,1.0,0.8073586225509644,0.8850586414337158,0.9743611812591553
126,7,7,rank_6_10,rank_6_10,False,False,False,False,True,True,0,1.0,0.8119874596595764,0.8797890543937683,0.9743611812591553
127,6,6,rank_6_10,rank_6_10,False,False,False,False,True,True,0,1.0,0.8160654306411743,0.8751241564750671,0.9743611812591553
128,11,11,outside_top10,outside_top10,False,False,False,False,False,False,0,1.0,0.7945582270622253,0.899518609046936,0.9743611812591553
129,11,11,outside_top10,outside_top10,False,False,False,False,False,False,0,1.0,0.7990447282791138,0.8944662809371948,0.9743611812591553
130,11,11,outside_top10,outside_top10,False,False,False,False,False,False,0,1.0,0.8064829707145691,0.8860527276992798,0.9743611812591553
131,11,11,outside_top10,outside_top10,False,False,False,False,False,False,0,1.0,0.79936683177948,0.8941030502319336,0.9743611812591553
132,11,11,outside_top10,outside_top10,False,False,False,False,False,False,0,1.0,0.8025938868522644,0.8904582262039185,0.9743611812591553
133,4,3,rank_4_5,rank_3,False,False,True,True,True,True,-1,1.0,0.706010103225708,0.8745813369750977,0.9131710529327393
134,11,11,outside_top10,outside_top10,False,False,False,False,False,False,0,1.0,0.795766294002533,0.8981596231460571,0.9743611812591553
135,11,11,outside_top10,outside_top10,False,False,False,False,False,False,0,1.0,0.8139384984970093,0.877560019493103,0.9743611812591553
136,4,4,rank_4_5,rank_4_5,False,False,True,True,True,True,0,1.0,0.8544522523880005,0.8587393760681152,0.9967737793922424
137,10,10,rank_6_10,rank_6_10,False,False,False,False,True,True,0,0.3778519983555304,0.7981069087982178,0.8581206798553467,0.9507807493209839
138,9,9,rank_6_10,rank_6_10,False,False,False,False,True,True,0,0.27156435035250337,0.6870148181915283,0.9095597267150879,0.9223753213882446
139,10,10,rank_6_10,rank_6_10,False,False,False,False,True,True,0,0.14228448326700968,0.7293127179145813,0.9949089288711548,0.985704779624939
140,8,8,rank_6_10,rank_6_10,False,False,False,False,True,True,0,1.0,0.7504920363426208,0.9954342842102051,1.0
141,1,1,rank_1,rank_1,True,True,True,True,True,True,0,1.0,0.8010581135749817,0.8662272691726685,0.9577973484992981
142,1,1,rank_1,rank_1,True,True,True,True,True,True,0,0.47748312687600775,0.4340174198150635,0.815058708190918,0.8043655157089233
143,1,1,rank_1,rank_1,True,True,True,True,True,True,0,0.5745522969784651,0.4930537939071655,0.7738907933235168,0.8011659383773804
144,5,4,rank_4_5,rank_4_5,False,False,True,True,True,True,-1,1.0,0.7547173500061035,0.8770904541015625,0.9370435476303101
145,1,1,rank_1,rank_1,True,True,True,True,True,True,0,0.7794834545810866,0.8978397250175476,0.672471284866333,0.8994879722595215
146,1,1,rank_1,rank_1,True,True,True,True,True,True,0,0.9596442880420014,0.9751269221305847,0.47155576944351196,0.8757345080375671
147,1,1,rank_1,rank_1,True,True,True,True,True,True,0,1.0,0.9600030779838562,0.5432710647583008,0.8887699842453003
148,1,1,rank_1,rank_1,True,True,True,True,True,True,0,1.0,0.9766444563865662,0.5467605590820312,0.9396911859512329
149,1,1,rank_1,rank_1,True,True,True,True,True,True,0,0.8482626851967876,0.9479659199714661,0.6241567730903625,0.9266108274459839
150,1,1,rank_1,rank_1,True,True,True,True,True,True,0,1.0,0.9006959199905396,0.7322373390197754,0.9459888339042664
151,1,1,rank_1,rank_1,True,True,True,True,True,True,0,0.8978165086858183,0.7089977860450745,0.5764983296394348,0.7567968368530273
152,1,1,rank_1,rank_1,True,True,True,True,True,True,0,1.0,0.7895515561103821,0.7812281250953674,0.8995993137359619
153,3,3,rank_3,rank_3,False,False,True,True,True,True,0,1.0,0.7612667679786682,0.8358299732208252,0.9172496795654297
154,1,1,rank_1,rank_1,True,True,True,True,True,True,0,0.8784598311875232,0.920725405216217,0.5970803499221802,0.8704991340637207
155,1,1,rank_1,rank_1,True,True,True,True,True,True,0,1.0,0.9079449772834778,0.6960849165916443,0.926323652267456
156,1,1,rank_1,rank_1,True,True,True,True,True,True,0,1.0,0.8915177583694458,0.7414673566818237,0.9432839155197144
